entidad,nit_entidad,departamento_entidad,ciudad_entidad,ordenentidad,codigo_pci,id_del_proceso,referencia_del_proceso,ppi,id_del_portafolio,nombre_del_procedimiento,descripci_n_del_procedimiento,fase,fecha_de_publicacion_del,fecha_de_ultima_publicaci,fecha_de_publicacion_fase_3,precio_base,modalidad_de_contratacion,justificaci_n_modalidad_de,duracion,unidad_de_duracion,ciudad_de_la_unidad_de,nombre_de_la_unidad_de,proveedores_invitados,proveedores_con_invitacion,visualizaciones_del,proveedores_que_manifestaron,respuestas_al_procedimiento,respuestas_externas,conteo_de_respuestas_a_ofertas,proveedores_unicos_con,numero_de_lotes,estado_del_procedimiento,id_estado_del_procedimiento,adjudicado,id_adjudicacion,codigoproveedor,departamento_proveedor,ciudad_proveedor,valor_total_adjudicacion,nombre_del_adjudicador,nombre_del_proveedor,nit_del_proveedor_adjudicado,codigo_principal_de_categoria,estado_de_apertura_del_proceso,tipo_de_contrato,subtipo_de_contrato,categorias_adicionales,urlproceso,codigo_entidad,estado_resumen,fecha_de_recepcion_de,fecha_de_apertura_efectiva,fecha_adjudicacion,fecha_de_apertura_de_respuesta,fecha_de_publicacion_fase_2,fecha_de_publicacion,origen_barrido,grupo,ambito,cuenta_indicador,nivel_relacion,motivo_relacion,regla_persona_natural,anterior_al_sismo,plataforma,es_ungrd,fecha_efectiva,revisada,revision_nota,revision_revisor,revision_fecha,primera_vez_visto,ultima_revision
RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO,805027289,Valle del Cauca,Cali,Territorial,Descentralizada,CO1.REQ.10837078,00-2026-PSCO-1086,704483148,CO1.BDOS.10654000,Prestar servicios de apoyo como auxiliar de enfermería en la implementación del Plan de intervenciones colectivas - PIC 2026 en atención diferencial de la población; bajo el modelo de prestación de se,"Prestar servicios de apoyo como auxiliar de enfermería en la implementación del Plan de intervenciones colectivas - PIC 2026 en atención diferencial de la población, bajo el modelo de prestación de servicios de salud de la Red de Salud Ladera ESE en el Distrito de Santiago de Cali.",Presentación de oferta,2026-08-11T00:00:00.000,2026-08-11T00:00:00.000,2026-08-11T00:00:00.000,1500000,Contratación régimen especial,Regla aplicable,10,día(s),Cali,PUBLICACIÓN DE CONTRATOS Y COMPRAS ESE LADERA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,734280175,Valle del Cauca,Cali,0,No Adjudicado,VIVIAN PAOLA MORENO TUQUERRES,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10691555,704483148,Presentación de oferta,,,,,,,departamento+descentralizadas_1+objeto_territorio,Descentralizadas de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-11,False,,,,2026-08-12 21:24:48,2026-09-06 11:23:43
ALCALDIA DISTRITAL DE BUENAVENTURA-VALLE,890399045,Valle del Cauca,Buenaventura,Territorial,Centralizada,CO1.REQ.10951677,DRH-PS-2026-28058,703338079,CO1.BDOS.10767934,PRESTAR SERVICIOS COMO TECNICO DE APOYO A LA GESTIÓN EN LA JUNTA ADMINISTRADORA LOCAL ISLA CASCAJAL  A TRAVÉS DE LA DIRECCIÓN  DE RECURSOS HUMANOS Y SERVICIOS BÁSICOS DE LA ALCALDÍA DISTRITAL DE BUENA,PRESTAR SERVICIOS COMO TECNICO DE APOYO A LA GESTIÓN EN LA JUNTA ADMINISTRADORA LOCAL ISLA CASCAJAL  A TRAVÉS DE LA DIRECCIÓN  DE RECURSOS HUMANOS Y SERVICIOS BÁSICOS DE LA ALCALDÍA DISTRITAL DE BUENAVENTURA,Presentación de oferta,2026-09-01T00:00:00.000,2026-09-01T00:00:00.000,2026-09-01T00:00:00.000,8487200,Contratación directa,Servicios profesionales y apoyo a la gestión,4,Mes(es),Buenaventura,DIRECCION DE RECURSOS HUMANOS Y SERVICIOS BASICOS,0,0,0,0,0,0,0,0,0,Seleccionado,60,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10813251,703338079,Presentación de oferta,,,,,,,departamento+objeto_territorio,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-01,False,,,,2026-09-04 01:05:19,2026-09-06 11:23:43
TECNICO INDUSTRIAL GERARDO VALENCIA CANO,800181675,Valle del Cauca,Buenaventura,Territorial,Centralizada,CO1.REQ.10870179,ORDEN DE COMPRA,718376528,CO1.BDOS.10687264,SUMINISTRO DE TONER,"SUMINISTRO 6 TONER HP 85A. 12 TONER KYOCER 6117. 2 TONER 3102. 2 TONER 17ª
1 DISCO DURO EXTERNO  1TB.",Presentación de oferta,2026-08-18T00:00:00.000,2026-08-18T00:00:00.000,2026-08-18T00:00:00.000,4080000,Contratación régimen especial,Regla aplicable,1,día(s),Buenaventura,RECTORIA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.44111500,Abierto,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10725455,718376528,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-18,False,,,,2026-08-24 21:34:32,2026-09-06 11:23:43
Institucion Educativa Tecnica Gabriel Garcia Marquez,8050270591,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10913254,4143.063.26.12-2026,719074874,CO1.BDOS.10729561,PRESTACIÓN DE SERVICIOS DE PROFESIONAL EN APOYO PSICOSOCIAL,PRESTACIÓN DE SERVICIOS DE PROFESIONAL DE APOYO PSICOSOCIAL PARA EL DESARROLLO DE LA ESTRATEGIA QUE GARANTICE EL FORTALECIMIENTO DEL SISTEMA DE CONVIVENCIA ESCOLAR EN LA INSTITUCIÓN EDUCATIVA TÉCNICA GABRIEL GARCÍA MARQUEZ Y SUS SEDES.,Presentación de oferta,2026-08-24T00:00:00.000,2026-08-24T00:00:00.000,2026-08-24T00:00:00.000,15788000,Contratación régimen especial,Regla aplicable,111,día(s),Cali,INSTITUCION EDUCATIVA TECNICA GABRIEL GARCIA MARQUEZ,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,718898323,Valle del Cauca,Cali,0,No Adjudicado,KATHERINE MUÑOZ CHICANGANA,No Definido,V1.85121608,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10767208,719074874,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-24,False,,,,2026-08-27 06:35:51,2026-09-06 11:23:43
MUNICIPIO DE BUGALAGRANDE,891900353,Valle del Cauca,Bugalagrande,Territorial,Centralizada,CO1.REQ.10887955,CD-339-2026,701716565,CO1.BDOS.10704390,PRESTACION DE SERVICIOS,"PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN COMO TECNICO PARA EL DESARROLLO DEL PLAN DE ACCIÓN DE MEDIOS FOTOGRÁFICOS Y AUDIOVISUALES DE LA ALCALDIA MUNICIPAL DE BUGALAGRANDE, VALLE DEL CAUCA.",Presentación de oferta,2026-08-20T00:00:00.000,2026-08-20T00:00:00.000,2026-08-20T00:00:00.000,14700000,Contratación directa,Servicios profesionales y apoyo a la gestión,105,día(s),Bugalagrande,SECRETARIA DE SERVICIOS ADMINISTRATIVOS,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111601,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10742814,701716565,Presentación de oferta,,,,,,,departamento+objeto_territorio,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-20,False,,,,2026-08-22 21:40:21,2026-09-06 11:23:43
MUNICIPIO DE FLORIDA,800100519,Valle del Cauca,Florida,Territorial,Centralizada,CO1.REQ.10848002,3-1.05.468-2026,704259555,CO1.BDOS.10664937,RAUL DAVID LOPEZ MUESES,"PRESTACION DE SERVICIOS Y APOYO EN LOS PROCESOS DE ASITENCIA TECNICA, MEDIOS ELECTRONICOS PARA EL MANEJO DE LA PAGINA WEB DEL MUNICIPIO DE FLORIDA VALLE",Presentación de oferta,2026-08-13T00:00:00.000,2026-08-13T00:00:00.000,2026-08-13T00:00:00.000,6300000,Contratación directa,Servicios profesionales y apoyo a la gestión,80,día(s),Florida,ALCALDIA FLORIDA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111601,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10702244,704259555,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-13,False,,,,2026-08-24 21:34:32,2026-09-06 11:23:43
"INSTITUTO DEL DEPORTE, LA EDUCACIÓN FÍSICA Y LA RECREACIÒN DEL VALLE DEL CAUCA (INDERVALLE)",805012896,Valle del Cauca,Cali,Territorial,Descentralizada,CO1.REQ.10945113,IND-26-FM-01-3703,701715203,CO1.BDOS.10761201,ANDRES FELIPE SALAZAR GARCIA,"PRESTAR LOS SERVICIOS PROFESIONALES POR SUS PROPIOS MEDIOS CON PLENA AUTONOMÍA TÉCNICA Y ADMINISTRATIVA, PARA EL DESARROLLO DEL PROYECTO ESTRATÉGICO DENOMINADO CONSOLIDACIÓN DE UNA ESTRATEGIA DE FOMENTO DEL DEPORTE SOCIAL COMUNITARIO, LA RECREACIÓN Y LA ACTIVIDAD FISICA EN EL DEPARTAMENTO DEL VALLE DEL CAUCA",Presentación de oferta,2026-08-28T00:00:00.000,2026-08-28T00:00:00.000,2026-08-28T00:00:00.000,4000000,Contratación directa,Servicios profesionales y apoyo a la gestión,2,Mes(es),Cali,SUBGERENCIA DE FOMENTO Y DESARROLLO DEPORTIVO INDERVALLE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10798893,701715203,Presentación de oferta,,,,,,,departamento+descentralizadas_1+objeto_territorio,Descentralizadas de la Gobernación,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-28,False,,,,2026-08-31 02:07:44,2026-09-06 11:23:43
RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO,805027289,Valle del Cauca,Cali,Territorial,Descentralizada,CO1.REQ.10945950,00-2026-PSCO-1190,704483148,CO1.BDOS.10762047,MARIA DE LOS ANGELES RENDON FRANCO,Prestar servicios profesionales de enfermería en la implementación del Proyecto en Gestión de Salud Publico 2026 (GSP) en las diferentes líneas estratégicas para la población de los diferentes cursos de vida objeto de atención de la Red de Salud Ladera E.S.E. en el Distrito de Santiago de Cali.,Fase de ofertas,2026-08-29T00:00:00.000,2026-08-29T00:00:00.000,2026-08-29T00:00:00.000,3649828,Contratación régimen especial,Regla aplicable,5,Semana(s),Cali,PUBLICACIÓN DE CONTRATOS Y COMPRAS ESE LADERA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,734463649,Valle del Cauca,Cali,0,No Adjudicado,MARIA DE LOS ANGELES RENDÓN FRANCO,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10799776,704483148,Fase de ofertas,,,,,,,departamento+descentralizadas_1+objeto_territorio,Descentralizadas de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-29,False,,,,2026-08-31 02:07:44,2026-09-06 11:23:43
EMPRESAS MUNICIPALES DE TULUA E.S.P.,891900268,Valle del Cauca,Tuluá,Territorial,Centralizada,CO1.REQ.10986105,100-10-10.5-67-2026,704247501,CO1.BDOS.10801256,CONTRATACION REGIMEN ESPECIAL,PRESTACION DE SERVICIOS PROFESIONALES EN EL PROCESO DE ELABORACION DEL CALCULO ACTUARIAL DEL PASIVO PENSIONAL DE EMPRESAS MUNICIPALES DE TULUA-EMTULUA E.S.P.,Presentación de oferta,2026-09-04T00:00:00.000,2026-09-04T00:00:00.000,2026-09-04T00:00:00.000,33500000,Contratación régimen especial,Decreto 092 de 2017,98,día(s),Tuluá,EMPRESAS MUNICIPALES DE TULUA E.S.P,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80101500,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10839776,704247501,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-04,False,,,,2026-09-06 01:07:09,2026-09-06 11:23:43
ALCALDÍA MUNICIPIO DE PALMIRA,891380007,Valle del Cauca,Palmira,Territorial,Centralizada,CO1.REQ.10880106,MP-2018-2026,700088016,CO1.BDOS.10696455,PRESTACION DE SERVICIOS DE APOYO A LA GESTION,"PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN EN LA DIRECCIÓN DE GESTIÓN DEL RIESGO DE DESASTRES, PARA EL DESARROLLO DE ACTIVIDADES ASOCIADAS A LA ATENCIÓN Y MANEJO DE EMERGENCIAS EN EL MUNICIPIO DE PALMIRA",Presentación de oferta,2026-08-19T00:00:00.000,2026-08-19T00:00:00.000,2026-08-19T00:00:00.000,10800000,Contratación directa,Servicios profesionales y apoyo a la gestión,4,Mes(es),Palmira,DIRECCIÓN DE GESTIÓN DEL RIESGO DE DESASTRES,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10735203,700088016,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,"revisada a mano: descartada como ordinaria (Prestacion de servicios / apoyo a la gestion en secretarias de gestion del riesgo. Proceso sin contrato: la regla automatica de persona natural no puede evaluarlo.); criterio automatico: objeto de emergencia: gestion del riesgo, desastre",False,False,SECOP II,False,2026-08-19,True,Prestacion de servicios / apoyo a la gestion en secretarias de gestion del riesgo. Proceso sin contrato: la regla automatica de persona natural no puede evaluarlo.,jlzmontenegro,2026-08-21,2026-08-24 21:34:32,2026-09-06 11:23:43
"INSTITUTO DEL DEPORTE, LA EDUCACIÓN FÍSICA Y LA RECREACIÒN DEL VALLE DEL CAUCA (INDERVALLE)",805012896,Valle del Cauca,Cali,Territorial,Descentralizada,CO1.REQ.10916918,IND-26-FM-01-3170,701715203,CO1.BDOS.10733421,JORGE HERNAN BEJARANO SALAZAR,"PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN POR SUS PROPIOS MEDIOS CON PLENA AUTONOMÍA TÉCNICA Y ADMINISTRATIVA, COMO PROMOTOR PARA EL DESARROLLO DEL PROYECTO ESTRATÉGICO DENOMINADO CONSOLIDACIÓN DE UNA ESTRATEGIA DE FOMENTO DEL DEPORTE SOCIAL COMUNITARIO, LA RECREACIÓN Y LA ACTIVIDAD FÍSICA EN EL DEPARTAMENTO DEL VALLE DEL CAUCA",Presentación de oferta,2026-08-25T00:00:00.000,2026-08-25T00:00:00.000,2026-08-25T00:00:00.000,5000000,Contratación directa,Servicios profesionales y apoyo a la gestión,2,Mes(es),Cali,SUBGERENCIA DE FOMENTO Y DESARROLLO DEPORTIVO INDERVALLE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10773588,701715203,Presentación de oferta,,,,,,,departamento+descentralizadas_1+objeto_territorio,Descentralizadas de la Gobernación,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-25,False,,,,2026-08-28 08:00:12,2026-09-06 11:23:43
HOSPITAL RAUL OREJUELA BUENO,815000316,Valle del Cauca,Palmira,Territorial,Centralizada,CO1.REQ.10829141,00-2026-OC-043,704247139,CO1.BDOS.10609246,Adquisición de medicamentos para abastecer las diferentes áreas del Hospital Raúl Orejuela Bueno E.S.E. (valle del cauca).,Adquisición de medicamentos para abastecer las diferentes áreas del Hospital Raúl Orejuela Bueno E.S.E. (valle del cauca).,Presentación de oferta,2026-08-10T00:00:00.000,2026-08-10T00:00:00.000,2026-08-10T00:00:00.000,1968000,Contratación régimen especial,Regla aplicable,5,día(s),Palmira,OFICINA ASESORA JURÍDICA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.73101703,Abierto,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10683135,704247139,Presentación de oferta,,,,,,,departamento+objeto_territorio,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-10,False,,,,2026-08-12 21:24:48,2026-09-06 11:23:43
"INSTITUTO DEL DEPORTE, LA EDUCACIÓN FÍSICA Y LA RECREACIÒN DEL VALLE DEL CAUCA (INDERVALLE)",805012896,Valle del Cauca,Cali,Territorial,Descentralizada,CO1.REQ.10937231,IND-26-FM-01-3541,701715203,CO1.BDOS.10753347,JOSE HECTOR VILLEGAS JIMENEZ,"PRESTAR LOS SERVICIOS DE APOYO A LA GESTIÓN POR SUS PROPIOS MEDIOS CON PLENA AUTONOMÍA TÉCNICA Y ADMINISTRATIVA, PARA EL DESARROLLO DEL PROYECTO ESTRATÉGICO DENOMINADO CONSOLIDACIÓN DE UNA ESTRATEGIA DE FOMENTO DEL DEPORTE SOCIAL COMUNITARIO, LA RECREACIÓN Y LA ACTIVIDAD FÍSICA EN EL DEPARTAMENTO DEL VALLE DEL CAUCA",Presentación de oferta,2026-08-28T00:00:00.000,2026-08-28T00:00:00.000,2026-08-28T00:00:00.000,4000000,Contratación directa,Servicios profesionales y apoyo a la gestión,2,Mes(es),Cali,SUBGERENCIA DE FOMENTO Y DESARROLLO DEPORTIVO INDERVALLE,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10798756,701715203,Presentación de oferta,,,,,,,departamento+descentralizadas_1+objeto_territorio,Descentralizadas de la Gobernación,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-28,False,,,,2026-08-31 02:07:44,2026-09-06 11:23:43
ALCALDÍA MUNICIPIO DE PALMIRA,891380007,Valle del Cauca,Palmira,Territorial,Centralizada,CO1.REQ.10896671,MP-2042-2026,700088016,CO1.BDOS.10713162,PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN,"PRESTACIÓN DE SERVICIOS DE APOYO A LA GESTIÓN PARA GESTIONAR ACTIVIDADES DE MANTENIMIENTO DE ZONAS VERDES QUE ADELANTE LA DIRECCIÓN DE GESTIÓN DEL MEDIO AMBIENTE EN EL MARCO DE SUS FUNCIONES Y DEL PROYECTO MANTENIMIENTO DE ZONAS VERDES E INDIVIDUOS ARBÓREOS PARA LA MEJORA DEL PAISAJE Y EL CUIDADO DE LA ESTRUCTURA ECOLÓGICA AMBIENTAL
DEL ÁREA RURAL Y URBANA DEL MUNICIPIO DE PALMIRA",Presentación de oferta,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,2026-08-21T00:00:00.000,2300000,Contratación directa,Servicios profesionales y apoyo a la gestión,1,Mes(es),Palmira,Dirección de Gestión de Medio Ambiente,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10751307,700088016,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-21,False,,,,2026-08-24 21:34:32,2026-09-06 11:23:43
ALCALDIA MUNICIPIO DE JAMUNDI,890399046,Valle del Cauca,Jamundí,Territorial,Centralizada,CO1.REQ.10944909,CD-SJ-1302-2026,703475053,CO1.BDOS.10760680,PRESTACIÓN DE SERVICIOS PROFESIONALES Y/O DE APOYO A LA GESTIÓN,PRESTACION DE SERVICIOS PROFESIONALES DE ASESOR COMO ABOGADO EN LA SECRETARÍA JURIDICA.,Presentación de oferta,2026-08-28T00:00:00.000,2026-08-28T00:00:00.000,2026-08-28T00:00:00.000,24000000,Contratación directa,Servicios profesionales y apoyo a la gestión,4,Mes(es),Jamundí,SECRETARIA JURIDICA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.80111501,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10798864,703475053,Presentación de oferta,,,,,,,departamento+descentralizadas_3,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-28,False,,,,2026-08-31 02:07:44,2026-09-06 11:23:43
EMPRESAS MUNICIPALES DE CALI,890399003,Valle del Cauca,Cali,Territorial,Centralizada,CO1.REQ.10983472,500-IP-0461-2026,718393382,CO1.BDOS.10798560,PRESTACIÓN DE SERVICIOS PROFESIONAL COMO INGENIERA AMBIENTAL ESPECIALIZADO EN GERENCIA DEL MEDIO AMBIENTE,"PRESTACIÓN DE SERVICIOS PROFESIONAL COMO INGENIERA AMBIENTAL ESPECIALIZADO EN GERENCIA DEL MEDIO AMBIENTE PARA EL APOYO EN LAS ACTIVIDADES DE SILVICULTURA, LIBERACIÓN Y DESPEJE ARBÓREO DE LAS REDES DE ENERGÍA DE EMCALI ENTRE OTRAS RELACIONADAS, DE LA UNIDAD DE MANTENIMIENTO DE LA UNIDAD ESTRATÉGICA DE NEGOCIO DE ENERGÍA",Presentación de oferta,2026-09-03T00:00:00.000,2026-09-03T00:00:00.000,2026-09-03T00:00:00.000,18342000,Contratación régimen especial,Regla aplicable,80,día(s),Cali,GUENE Gerencia de Energía,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,735094948,Valle del Cauca,Cali,0,No Adjudicado,SOFIA MOSQUERA SANTOS,No Definido,V1.80111701,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10837350,718393382,Presentación de oferta,,,,,,,departamento+descentralizadas_1,Descentralizadas de Cali,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-03,False,,,,2026-09-06 01:07:09,2026-09-06 11:23:43
HOSPITAL RAUL OREJUELA BUENO,815000316,Valle del Cauca,Palmira,Territorial,Centralizada,CO1.REQ.10978921,00-2026-HROB-717,704247139,CO1.BDOS.10794120,PRESTAR SERVICIOS PROFESIONALES DE CIRUGIA EN LA SUBGERENCIA CIENTIFICA; EN LOS PROCESOS DE CIRUGIA; URGENCIAS O CONSULTA EXTERNA,"PRESTAR SERVICIOS PROFESIONALES DE CIRUGIA EN LA SUBGERENCIA CIENTIFICA, EN LOS PROCESOS DE CIRUGIA, URGENCIAS O CONSULTA EXTERNA PARA BRINDAR SOPORTE EN LA PRESTACION DE LOS SERVICIOS ASISTENCIALES A LAS PERSONAS VINCULADAS A LOS DIFERENTES REGIMENES DE ASEGURAMIENTO EN SALUD Y USUARIOS, EN LA ZONA DE INFLUENCIA DEL MUNICIPIO DE PALMIRA, QUE REQUIEREN ATENCION EN EL HOSPITAL RAUL OREJUELA BUENO ESE",Presentación de oferta,2026-09-03T00:00:00.000,2026-09-03T00:00:00.000,2026-09-03T00:00:00.000,5341182,Contratación régimen especial,Regla aplicable,1,Mes(es),Palmira,OFICINA ASESORA JURÍDICA,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,724801378,Valle del Cauca,Cali,0,No Adjudicado,DIEGO ALBERTO PENILLA ARANA,No Definido,V1.85121609,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10832085,704247139,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-09-03,False,,,,2026-09-06 01:07:09,2026-09-06 11:23:43
HOSPITAL HENRY VALENCIA OROZCO EMPRESA SOCIAL DEL ESTADO,891901061,Valle del Cauca,No Definido,Territorial,Centralizada,CO1.REQ.10902330,OS 133-2026,704246396,CO1.BDOS.10716150,PRESTACIÒN DE SERVICIOS PROFESIONALES PARA EL DESARROLLO DE ACTIVIDADES DE ATENCION MEDICA DE PACIENTES EN EL HOSPITAL HENRY VALENCIA OROZCO E.S.E,PRESTACIÒN DE SERVICIOS PROFESIONALES PARA EL DESARROLLO DE ACTIVIDADES DE ATENCION MEDICA DE PACIENTES EN EL HOSPITAL HENRY VALENCIA OROZCO E.S.E,Presentación de oferta,2026-08-22T00:00:00.000,2026-08-22T00:00:00.000,2026-08-22T00:00:00.000,7560000,Contratación régimen especial,Regla aplicable,30,día(s),No Aplica,AREA ASISTENCIAL,0,0,0,0,0,0,0,0,0,Publicado,50,No,No Adjudicado,No Definido,No Definido,No Definido,0,No Adjudicado,No Definido,No Definido,V1.85101600,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.10756937,704246396,Presentación de oferta,,,,,,,departamento,Otras entidades del Valle,Territorial,True,Contexto,contratacion ordinaria de entidad vigilada,False,False,SECOP II,False,2026-08-22,False,,,,2026-08-24 21:34:32,2026-09-06 11:23:43
